el_price,cf_wind,cf_solar
33.0,0.0,0.0
30.04,0.0,0.0
26.25,0.0,0.0
-0.05,0.0,0.0
-19.95,0.0,0.0
-39.96,0.0,0.0
-40.0,0.0,0.0
-44.93,0.0,0.0
-54.78,0.0,0.0
-59.95,0.0,0.0
-60.0,0.0,0.00241662
-60.07,0.0,0.00265845
-65.06,0.0,0.00785145
-68.26,0.0,0.02980785
-73.04,0.0,0.05776921
-75.9,0.0,0.08485424
-85.03,0.0,0.08219739
-90.01,0.0,0.06772331
-85.04,0.0,0.0413333
-74.44,0.03175464,0.01663254
-65.04,0.0,0.00077277
-59.94,0.0,0.00034481
10.54,0.0,0.0
23.54,0.0,0.0
25.47,0.0,0.0
27.31,0.0,0.0
20.84,0.0,0.0
24.96,0.0,0.0
14.24,0.0,0.0
12.0,0.0,0.0
9.16,0.0,0.0
10.98,0.0,0.0
10.16,0.0,0.0
11.94,0.0,0.0
9.2,0.0,0.00089849
11.58,0.0,0.00202951
9.48,0.0,0.00745614
-0.09,0.0,0.02297726
-12.01,0.0,0.03270224
-32.25,0.0,0.1047624
-35.75,0.0,0.23772045
-39.97,0.0,0.13135734
-12.51,0.0,0.0614386
0.02,0.0,0.04568811
20.05,0.0,0.03343666
28.75,0.0,0.00705086
31.47,0.0,0.00442466
31.98,0.0,0.0
31.89,0.0,0.0
34.19,0.0,0.0
28.19,0.0,0.0
26.57,0.0,0.0
23.34,0.0,0.0
20.78,0.0,0.0
19.97,0.0,0.0
19.64,0.0,0.0
24.04,0.0,0.0
26.84,0.0,0.0
30.03,0.0,0.00116316
33.54,0.0,0.00266963
30.92,0.0,0.03960639
30.06,0.0,0.09181767
29.55,0.0,0.09218673
28.69,0.0,0.08489288
27.13,0.0,0.18126754
27.25,0.0,0.3129511
27.0,0.0,0.2571497
26.72,0.0,0.20471524
27.5,0.0,0.11712088
31.03,0.0,0.03972574
36.49,0.0,0.00383873
36.32,0.0,0.0
34.93,0.0,0.0
34.3,0.0,0.0
29.0,0.0,0.0
28.08,0.0,0.0
25.6,0.0,0.0
24.48,0.0,0.0
23.65,0.0,0.0
22.86,0.0,0.0
26.99,0.0,0.0
31.0,0.0,0.0
36.12,0.0,0.00240081
36.1,0.0,0.0045959
33.33,0.0,0.08005301
32.75,0.0,0.1095693
31.8,0.0,0.18130285
29.59,0.0,0.21350996
29.55,0.0,0.17753484
29.34,0.0,0.12102553
29.6,0.0,0.20131586
29.96,0.0,0.10822051
33.05,0.0,0.0732193
38.02,0.0,0.00637994
44.0,0.0,0.00256281
44.72,0.0,0.0
38.28,0.0,0.0
33.83,0.0,0.0
28.01,0.0,0.0
27.48,0.0,0.0
26.06,0.0,0.0
24.55,0.0,0.0
24.54,0.0,0.0
25.31,0.0,0.0
27.75,0.0,0.0
37.52,0.0,0.0
44.51,0.0,0.00037459
44.98,0.0,0.00597424
37.53,0.0,0.04160162
33.68,0.0,0.12986184
33.4,0.0,0.146281
31.19,0.0,0.2251125
30.0,0.0,0.2462725
30.1,0.0,0.24014831
29.98,0.0,0.24889207
30.08,0.0,0.1085175
33.0,0.0,0.00957002
36.49,0.0,0.00337942
43.07,0.0,0.00205894
42.68,0.0,0.0
38.97,0.0,0.0
36.7,0.0,0.0
30.57,0.0,0.0
28.0,0.0,0.0
26.5,0.0,0.0
24.64,0.0,0.0
24.03,0.0,0.0
23.18,0.0,0.0
23.47,0.0,0.0
26.47,0.0,0.0
30.68,0.0,6.1506e-05
34.47,0.0,0.0008758
32.35,0.0,0.01826239
30.89,0.0,0.04387316
30.18,0.0,0.07851046
28.42,0.0,0.08527577
27.68,0.0,0.09664739
27.69,0.0,0.13604803
27.01,0.0,0.15054326
27.01,0.0,0.10065355
32.94,0.01426669,0.07011118
36.28,0.0,0.0593242
38.99,0.0,0.00070913
40.91,0.0,0.0
36.15,0.0,0.0
35.07,0.0,0.0
33.33,0.0,0.0
29.8,0.0,0.0
22.34,0.0,0.0
17.65,0.0,0.0
11.79,0.0,0.0
14.2,0.0,0.0
20.15,0.0,0.0
26.04,0.0,0.0
29.1,0.0,0.0
32.86,0.0,0.0
35.01,0.02033716,0.0
33.9,0.01827814,0.03556265
30.41,0.01560098,0.07344649
23.59,0.01602435,0.09723236
22.93,0.01743212,0.0987761
21.77,0.032607,0.08259779
22.11,0.04649254,0.05281157
23.8,0.03456461,0.00415253
30.38,0.03585612,0.0
33.65,0.03126249,0.0
34.92,0.0387562,0.0
31.19,0.02186451,0.0
24.8,0.0,0.0
22.98,0.0,0.0
12.94,0.0,0.0
0.47,0.0,0.0
0.03,0.0,0.0
-4.91,0.0,0.0
0.09,0.0,0.0
5.8,0.0,0.0
10.79,0.0,0.0
14.62,0.0,0.0
24.01,0.0,0.0
23.47,0.0,0.0
22.96,0.0,0.00381134
12.75,0.0,0.06091213
7.49,0.0,0.10118861
4.83,0.0,0.13407633
-1.56,0.0,0.10177665
-2.77,0.0,0.10905019
10.27,0.0,0.0815272
23.0,0.0,0.02017496
28.01,0.0,0.0
33.91,0.0,0.0
37.37,0.0,0.0
27.18,0.0,0.0
23.17,0.0,0.0
22.99,0.0,0.0
12.38,0.0,0.0
-2.97,0.0,0.0
-34.57,0.0,0.0
-29.97,0.0,0.0
-9.97,0.0,0.0
0.12,0.0,0.0
4.49,0.0,0.0
7.57,0.0,0.0
13.6,0.0,0.0
19.45,0.0,0.0
23.49,0.0,0.00322272
18.13,0.0,0.05282135
8.51,0.0,0.09933178
-0.07,0.0,0.13215569
-7.45,0.0,0.16072195
-12.77,0.0,0.08673432
-10.92,0.0,0.05202817
-0.47,0.0,0.02428368
6.83,0.0,0.0
16.58,0.0,0.0
28.0,0.0,0.0
22.45,0.0,0.0
13.97,0.0,0.0
13.92,0.0,0.0
3.99,0.0,0.0
-8.25,0.0,0.0
-3.93,0.0,0.0
-24.32,0.0,0.0
-37.29,0.0,0.0
-32.38,0.0,0.0
-0.49,0.0,0.0
26.1,0.0,0.0
35.5,0.0,0.0
40.33,0.0,0.0
29.21,0.0,0.0
28.21,0.0,0.01025868
25.41,0.0,0.03670788
11.82,0.0,0.04949622
12.99,0.0,0.03330744
6.9,0.0,0.01846668
25.32,0.0,0.04288739
26.62,0.0,0.0
40.84,0.0,0.0
45.41,0.0,0.0
43.67,0.0,0.0
40.36,0.0,0.0
35.26,0.0,0.0
32.51,0.0,0.0
25.18,0.0,0.0
26.0,0.0,0.0
25.72,0.0,0.0
25.0,0.01188473,0.0
22.98,0.01843899,0.0
22.02,0.01956173,0.0
24.5,0.02268291,0.0
27.94,0.01817798,0.0
38.36,0.01436454,0.0
40.97,0.01494524,0.0
37.96,0.01333297,0.00856451
32.95,0.0,0.06324551
30.23,0.0,0.07814473
27.51,0.01390003,0.08048965
26.46,0.01208652,0.12289533
17.88,0.01185107,0.12188264
20.45,0.0,0.09173777
25.03,0.0,0.02784327
27.99,0.01382307,0.0
34.68,0.02472988,0.0
39.49,0.01465439,0.0
37.5,0.0,0.0
33.16,0.0,0.0
28.5,0.0,0.0
24.24,0.0,0.0
24.19,0.0,0.0
23.63,0.0,0.0
22.25,0.0,0.0
19.44,0.0,0.0
21.92,0.0,0.0
25.22,0.01330676,0.0
30.87,0.0334936,0.0
40.71,0.01491003,0.0
43.25,0.01710975,0.0
39.82,0.01637611,0.00892816
32.66,0.0,0.05515452
29.23,0.0,0.06589815
27.65,0.0,0.09794591
27.05,0.0,0.08831725
26.09,0.0,0.08851988
27.66,0.0,0.06704662
28.86,0.0,0.02934796
31.68,0.0,0.0
37.34,0.0,0.0
39.67,0.0,0.0
38.96,0.0,0.0
34.47,0.0,0.0
33.04,0.0,0.0
28.08,0.0,0.0
23.88,0.0,0.0
22.73,0.0,0.0
21.23,0.0,0.0
5.32,0.0,0.0
1.94,0.0,0.0
11.75,0.0,0.0
23.53,0.0,0.0
29.82,0.0,0.0
34.14,0.01862886,0.0
37.19,0.0170864,0.00878007
29.95,0.01342319,0.10516257
26.33,0.0,0.17652504
25.23,0.01512002,0.21601806
23.45,0.01200261,0.21320345
23.41,0.0,0.18072983
23.83,0.0,0.1323801
26.38,0.0,0.05669844
32.26,0.01574757,0.0
36.09,0.0,0.0
39.95,0.0,0.0
35.75,0.0,0.0
29.0,0.0,0.0
28.39,0.0,0.0
25.23,0.0,0.0
23.75,0.0,0.0
25.18,0.0,0.0
25.03,0.0,0.0
18.77,0.0,0.0
11.27,0.0,0.0
16.25,0.0,0.0
25.03,0.0,0.0
26.92,0.0,0.0
32.57,0.0,0.0
35.4,0.0,4.1024e-05
33.01,0.0,0.08347412
30.67,0.0,0.19440715
30.04,0.0,0.24565681
28.17,0.0,0.25069745
26.84,0.0,0.21959351
27.0,0.0,0.13875124
30.28,0.0,0.03757627
33.51,0.0,0.0
37.29,0.0,0.0
37.48,0.0,0.0
32.82,0.0,0.0
28.09,0.0,0.0
26.03,0.0,0.0
25.81,0.0,0.0
16.1,0.0,0.0
0.02,0.0,0.0
0.08,0.0,0.0
-4.09,0.0,0.0
-4.97,0.0,0.0
-7.17,0.0,0.0
0.07,0.0,0.0
-2.44,0.0,0.0
6.37,0.0,0.0
12.08,0.0,0.0
11.18,0.0,0.06705955
10.64,0.0,0.16419551
4.12,0.0,0.19376951
0.05,0.0,0.19942725
-0.1,0.0,0.15720316
-2.05,0.0,0.12415575
0.09,0.0,0.03258058
9.64,0.0,0.0
26.97,0.0,0.0
29.05,0.0,0.0
25.83,0.0,0.0
13.85,0.0,0.0
0.09,0.0,0.0
12.91,0.0,0.0
0.09,0.0,0.0
0.32,0.0,0.0
-0.26,0.0,0.0
-11.71,0.0,0.0
-14.72,0.01874943,0.0
-39.98,0.01857666,0.0
-49.91,0.01642894,0.0
-50.43,0.02097058,0.0
-49.95,0.01409785,0.0
-49.91,0.01316746,0.0
-49.92,0.0,0.03763057
-49.98,0.0,0.07546284
-35.34,0.0,0.11574281
-22.41,0.0,0.1289326
-2.01,0.0,0.12115851
-0.08,0.0,0.08273092
-0.01,0.0,0.01648112
-0.27,0.0,0.0
15.23,0.0,0.0
14.0,0.0,0.0
12.08,0.0,0.0
-0.02,0.0,0.0
-0.33,0.0,0.0
0.49,0.0,0.0
-14.72,0.01221656,0.0
-11.1,0.0,0.0
-15.1,0.0,0.0
-16.09,0.0,0.0
-14.99,0.0,0.0
-12.76,0.0,0.0
-5.85,0.0,0.0
22.84,0.01568132,0.0
30.38,0.0,0.0
32.04,0.0,0.0
31.9,0.0,0.07206525
29.06,0.0,0.16354783
26.94,0.0,0.22398823
30.3,0.0,0.22934133
30.61,0.0,0.20445101
31.53,0.01139635,0.12967972
33.61,0.0117283,0.03127104
35.25,0.02505736,0.0
38.09,0.03343239,0.0
39.22,0.03330637,0.0
31.58,0.01772773,0.0
29.1,0.02983721,0.0
25.89,0.01834736,0.0
20.82,0.01795652,0.0
1.84,0.01545437,0.0
0.4,0.0,0.0
-2.99,0.0,0.0
-5.19,0.0,0.0
-9.91,0.0,0.0
-7.41,0.0,0.0
-12.55,0.0,0.0
-17.25,0.0,0.0
-15.07,0.0,0.0
-4.93,0.0,0.0
-6.33,0.0,0.03240103
-4.93,0.02493177,0.096564
0.45,0.04187887,0.14797516
0.12,0.05902052,0.17899081
-0.02,0.03829002,0.15094172
0.0,0.03839389,0.10421244
-0.03,0.02859744,0.02383926
1.97,0.03607986,0.0
9.06,0.04628342,0.0
0.07,0.06429866,0.0
-4.97,0.03872655,0.0
-6.98,0.02048099,0.0
-24.93,0.0,0.0
-4.87,0.0,0.0
-28.93,0.01370636,0.0
-33.57,0.02005977,0.0
-45.92,0.01979611,0.0
-48.29,0.03362711,0.0
-44.99,0.03096821,0.0
-48.93,0.01926541,0.0
-29.91,0.01720842,0.0
-0.01,0.02525297,0.0
17.81,0.03600002,0.0
26.45,0.06154243,0.0
33.1,0.04335378,0.06838991
31.62,0.02797132,0.1584634
32.86,0.0149154,0.22989771
30.88,0.0,0.21497745
29.65,0.0,0.14778991
30.54,0.01909954,0.11885532
35.44,0.02724261,0.03582629
36.3,0.0217053,0.0
37.37,0.01642907,0.0
36.45,0.01338995,0.0
35.46,0.0,0.0
32.93,0.0,0.0
33.65,0.0,0.0
34.28,0.0,0.0
30.77,0.0,0.0
26.35,0.0,0.0
25.23,0.0,0.0
22.77,0.0,0.0
24.02,0.0,0.0
25.63,0.0,0.0
27.24,0.0,0.0
27.14,0.0,0.0
26.78,0.0,0.0
30.0,0.0,0.0
34.47,0.0,0.05862546
34.95,0.0,0.13522065
35.71,0.0,0.17539933
35.69,0.0,0.19595781
34.96,0.0,0.1823482
36.83,0.0,0.12956096
38.53,0.0,0.03286252
39.75,0.0,0.0
40.31,0.0,0.0
39.91,0.0,0.0
38.15,0.0,0.0
35.69,0.0,0.0
34.89,0.0,0.0
32.79,0.0,0.0
24.94,0.0,0.0
