name,mu,mu_star,sigma,mu_star_conf,run_id
eff_electrolyzer,-335.51366788274254,335.51366788274254,48.580014334950604,8.553738548440519,2024-11-27 22:08:44.997876
total_h2_demand,334.6929496373728,334.6929496373728,102.31518479790762,18.650996488556903,2024-11-27 22:08:44.997876
interest_rate,1120.4131012669868,1120.4131012669868,168.4287327046588,32.27121442187439,2024-11-27 22:08:44.997876
connection_fee,0.0022440915814959795,0.0022440915814959795,0.00015764342042035013,2.9109100155963122e-05,2024-11-27 22:08:44.997876
usage_fee,23.956153846114386,23.956153846114386,3.961496781840126e-10,7.229294041128796e-11,2024-11-27 22:08:44.997876
cf_wind,-9.017679453720737,260.0557356761913,,43.87368126195155,2024-11-27 22:08:44.997876
cf_solar,-0.4674221015116339,25.901187124663473,,7.41599439531922,2024-11-27 22:08:44.997876
el_price,-3.84583675960102,120.20548115046441,,17.876406334134984,2024-11-27 22:08:44.997876
capex_wind,1058.3561119742424,1058.3561119742424,155.1481156100381,12.461674657332852,2024-11-28 04:00:22.583853
capex_solar,240.32043175765622,240.32043175765622,176.87396818766047,15.728834813351932,2024-11-28 04:00:22.583853
capex_battery,-3.437618829593703e-10,3.4381918112558196e-10,6.22885381944201e-09,4.987473595143974e-10,2024-11-28 04:00:22.583853
capex_electrolyzer,324.59309905159796,324.59309905159796,36.94545261150038,3.1708605377224233,2024-11-28 04:00:22.583853
capex_h2_storage,9.077385995441118,9.077385995441118,3.0117304938621183,0.22331149435748007,2024-11-28 04:00:22.583853
opex_wind,177.78570505150242,177.78570505150242,16.6344357581711,1.4962228903328374,2024-11-28 04:00:22.583853
opex_solar,8.091686909357342,8.091686909357458,8.502029072234855,0.7222739055371691,2024-11-28 04:00:22.583853
opex_battery,1.3957560440758244e-10,9.571413102094083e-10,1.4668289546904885e-08,1.1840319714565203e-09,2024-11-28 04:00:22.583853
opex_electrolyzer,2.3724704037796847,2.3724704037796847,0.25477558725407223,0.018852091247120964,2024-11-28 04:00:22.583853
opex_h2_storage,181.16408525408545,181.16408525408545,50.38887699408614,4.388375897121135,2024-11-28 04:00:22.583853
eff_battery_charge,4.2974218199987035e-08,4.306909015028282e-08,9.59123744410367e-07,6.90748538581685e-08,2024-11-28 04:00:22.583853
eff_battery_discharge,-3.3328365134366323e-10,4.845173862122465e-10,9.297265567314379e-09,8.982957626385691e-10,2024-11-28 04:00:22.583853
eff_h2_storage,-2.1316282072803006e-14,1.277271621802356e-13,5.182365311022348e-13,3.8893437545449926e-14,2024-11-28 04:00:22.583853
eff_electrolyzer,-337.655474107159,337.655474107159,51.02396075854904,4.8274077124445025,2024-11-28 04:00:22.583853
total_h2_demand,320.64566987854664,320.64567051606906,99.65948754558998,9.339405157785547,2024-11-28 04:00:22.583853
interest_rate,1108.9479687790908,1108.9479687790908,176.51748862574652,14.595816538392663,2024-11-28 04:00:22.583853
connection_fee,0.002232886443959046,0.002232886443959046,0.00020823714078898228,1.670512028027916e-05,2024-11-28 04:00:22.583853
usage_fee,23.86032923086573,23.86032923086573,1.5136012847529092,0.1385290171882791,2024-11-28 04:00:22.583853
cf_wind,-11.20876149018364,301.3899858842196,,20.034954489868433,2024-11-28 04:00:22.583853
cf_solar,-0.6860196480242946,28.497519686559816,,3.180755553744915,2024-11-28 04:00:22.583853
el_price,-2.7638478258312755,108.54348648945515,,7.4699395813279175,2024-11-28 04:00:22.583853
capex_wind,826.3939089612604,826.3939089612604,44.84649856162749,45.63015531740886,2024-12-03 18:54:47.670267
capex_solar,45.71571929266224,45.71571929266224,7.95185944403142,8.062712064847203,2024-12-03 18:54:47.670267
capex_battery,356.12421099499977,356.12421099499977,5.067969395092512,4.9191358727317676,2024-12-03 18:54:47.670267
capex_electrolyzer,237.63162965160132,237.63162965160132,2.629575785152934,2.508614361304886,2024-12-03 18:54:47.670267
capex_h2_storage,132.00474442193888,132.00474442193888,70.7580945949431,78.22173229463618,2024-12-03 18:54:47.670267
opex_wind,178.31347748058624,178.31347748058624,8.993184249152453,8.586807156559322,2024-12-03 18:54:47.670267
opex_solar,24.494640117456584,24.494640117456584,1.2057331756012386,1.2624941086115842,2024-12-03 18:54:47.670267
opex_battery,0.3281568173947562,0.3281568173947562,0.04800739875564304,0.04380290641839991,2024-12-03 18:54:47.670267
opex_electrolyzer,1189.999361281244,1189.999361281244,52.70744790715496,52.83362867954463,2024-12-03 18:54:47.670267
opex_h2_storage,127.02344614485855,127.02344614485855,50.96111114695672,50.19256461701173,2024-12-03 18:54:47.670267
eff_battery_charge,-66.62248222385915,66.62248222385915,0.5663695627195173,0.5628814678233657,2024-12-03 18:54:47.670267
eff_battery_discharge,107.43864443439873,107.43864443439873,4.479525146777147,4.586750796017432,2024-12-03 18:54:47.670267
eff_h2_storage,12.958862963445085,12.958862963445085,15.845121087881978,16.35448151031712,2024-12-03 18:54:47.670267
eff_electrolyzer,-1046.0982586928178,1046.0982586928178,19.982982333771545,18.32822624116627,2024-12-03 18:54:47.670267
total_h2_demand,865.2470340289979,865.2470340289979,129.78964319619928,135.2366447590031,2024-12-03 18:54:47.670267
interest_rate,1577.4997640060465,1577.4997640060465,178.7332949494988,187.94046023539605,2024-12-03 18:54:47.670267
el_grid_connection_fee,9.1786510263928,9.1786510263928,0.40564289893423305,0.38254424966801565,2024-12-03 18:54:47.670267
usage_fee,29.66362010921921,29.66362010921921,0.005119607554640711,0.00528803142049885,2024-12-03 18:54:47.670267
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-03 18:54:47.670267
cf_wind,-13.238940055999546,598.5652760323128,,71.46165820489989,2024-12-03 18:54:47.670267
cf_solar,-0.6368021412941118,54.74781755581433,,55.88334979166662,2024-12-03 18:54:47.670267
el_price,-6.999587218307489,84.1903412282679,,101.24482678614588,2024-12-03 18:54:47.670267
capex_wind,634.6554002944968,634.6554002944968,232.63212740707482,232.21897069140505,2024-12-03 19:38:24.637228
capex_solar,49.26836684676755,49.26836684676755,8.795424008912738,8.60715952252754,2024-12-03 19:38:24.637228
capex_battery,366.21108527248566,366.21108527248566,59.73168111913715,59.270454443038346,2024-12-03 19:38:24.637228
capex_electrolyzer,230.31281142123123,230.31281142123123,0.8195928593357885,0.7636778277491417,2024-12-03 19:38:24.637228
capex_h2_storage,63.9177995953649,63.9177995953649,58.07166985708617,57.173005777411774,2024-12-03 19:38:24.637228
opex_wind,161.4975434067278,161.4975434067278,14.763021973051703,15.110806418444673,2024-12-03 19:38:24.637228
opex_solar,22.14589458733053,22.14589458733053,1.99232686294571,2.0019108368023093,2024-12-03 19:38:24.637228
opex_battery,0.4290870169079426,0.4290870169079426,0.13004609414152188,0.12502552452598784,2024-12-03 19:38:24.637228
opex_electrolyzer,1045.8921104295628,1045.8921104295628,15.975214765426546,15.446876148058086,2024-12-03 19:38:24.637228
opex_h2_storage,154.43901239426134,154.43901239426134,3.0465622404978414,2.660584599437259,2024-12-03 19:38:24.637228
eff_battery_charge,-82.05085110470537,82.05085110470537,0.9040386060897226,0.9331000114107401,2024-12-03 19:38:24.637228
eff_battery_discharge,100.7147510106023,100.7147510106023,3.9490090228975223,4.143683298089997,2024-12-03 19:38:24.637228
eff_h2_storage,24.834859056736377,24.834859056736377,1.6613790907648929,1.6998876033406052,2024-12-03 19:38:24.637228
eff_electrolyzer,-754.9554445144809,754.9554445144809,8.878756867836875,8.329217107307583,2024-12-03 19:38:24.637228
total_h2_demand,644.9729897916664,644.9729897916664,150.0519719185095,138.3861017631236,2024-12-03 19:38:24.637228
interest_rate,1584.052181030136,1584.052181030136,202.89029324846257,211.48071947792602,2024-12-03 19:38:24.637228
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-03 19:38:24.637228
usage_fee,30.04901937197411,30.04901937197411,0.5866576626778568,0.606012508318568,2024-12-03 19:38:24.637228
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-03 19:38:24.637228
heat_price,-29.999999999953616,29.999999999953616,6.656187165645648e-11,6.339161686262374e-11,2024-12-03 19:38:24.637228
cf_wind,1.9742648762110249,192.95261934825697,,74.88457071488419,2024-12-03 19:38:24.637228
cf_solar,-3.7340996865274096,71.75136770111509,,42.030119812270335,2024-12-03 19:38:24.637228
el_price,-2.4440073976770007,60.44537761987433,,61.076341981070506,2024-12-03 19:38:24.637228
capex_wind,3679.282341873665,3679.282341873665,726.3200640166189,388.17618914002253,2024-12-05 13:13:03.895550
capex_solar,260.91930180600866,260.91930180600866,121.50797018324894,67.7289320864538,2024-12-05 13:13:03.895550
capex_battery,2092.274420523522,2092.274420523522,2469.752173337156,1584.471743413493,2024-12-05 13:13:03.895550
capex_electrolyzer,2419.003114375163,3044.9564602655864,2075.8311147025784,331.627532748755,2024-12-05 13:13:03.895550
capex_h2_storage,102.59312008840607,1860.9271781493214,2394.939532267602,768.0606464307451,2024-12-05 13:13:03.895550
opex_wind,247.3282843760473,265.1315556687976,258.636593351634,127.69992239646643,2024-12-05 13:13:03.895550
opex_solar,35.51415067467315,53.467352046807356,50.43652760273911,15.16662099279397,2024-12-05 13:13:03.895550
opex_battery,239.61556902144767,239.61556902144767,90.01644955319223,53.130287784012644,2024-12-05 13:13:03.895550
opex_electrolyzer,784.6735046518099,1370.9223816999295,1356.0118918370329,414.6885960284258,2024-12-05 13:13:03.895550
opex_h2_storage,651.238011874772,651.238011874772,513.1369208209865,322.57521912811256,2024-12-05 13:13:03.895550
eff_battery_charge,-923.0132127599991,940.1767987475938,2127.328708862087,1428.0358881275372,2024-12-05 13:13:03.895550
eff_battery_discharge,323.709191996361,323.709191996361,204.08467741025748,122.13395733807032,2024-12-05 13:13:03.895550
eff_h2_storage,219.99886329542932,1120.0698625371326,1750.5515245362894,768.0107307373813,2024-12-05 13:13:03.895550
eff_electrolyzer,-4529.733060320823,4529.733060320823,2189.128273797082,1434.827443936441,2024-12-05 13:13:03.895550
total_h2_demand,177.39799021007985,200.27026602888782,190.94195123607545,97.0406607422554,2024-12-05 13:13:03.895550
interest_rate,11285.47187318687,11285.47187318687,2822.1018158923544,1801.7918404721431,2024-12-05 13:13:03.895550
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:13:03.895550
usage_fee,258.94496886787346,536.4293898208143,1226.1791937220612,683.1156031901935,2024-12-05 13:13:03.895550
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:13:03.895550
heat_price,-64.39901097578586,66.05070704627906,100.26154740296602,51.25776120227228,2024-12-05 13:13:03.895550
water_price,898.5686501215259,999.6108928333069,2026.344763313227,1155.835220426986,2024-12-05 13:13:03.895550
water_demand,46.80212527733802,68.0574772656064,131.39256101813538,78.78292293962456,2024-12-05 13:13:03.895550
o2_price,591.87502200665,688.6467171629545,1791.6516868499023,1062.8424085479332,2024-12-05 13:13:03.895550
cf_wind,15.120664106767281,1574.2604746493664,,1141.1018451537725,2024-12-05 13:13:03.895550
cf_solar,39.56300866533956,1074.3748445860879,,849.9759035663001,2024-12-05 13:13:03.895550
el_price,1.1415105215877184,47.95455459173518,,48.19069665511485,2024-12-05 13:13:03.895550
capex_wind,10629.978411187829,10629.978411187829,1002.0915580680368,935.3936706723395,2024-12-05 13:24:53.628259
capex_solar,280.65008107761787,280.65008107761787,36.69383408265792,34.4037370663885,2024-12-05 13:24:53.628259
capex_battery,1413.1645720645756,1413.1645720645756,106.51622352611601,98.3694171458192,2024-12-05 13:24:53.628259
capex_electrolyzer,1248.6110783127451,2521.3501623498732,3565.727595086796,1618.6455941747688,2024-12-05 13:24:53.628259
capex_h2_storage,1804.6291197045666,1804.6291197045666,1282.2335565808885,1304.02817678479,2024-12-05 13:24:53.628259
opex_wind,3340.401721811113,3340.401721811113,4307.976909345626,4488.7737462878185,2024-12-05 13:24:53.628259
opex_solar,41.13681095305674,41.13681095305674,3.4435931779230464,3.379428178995943,2024-12-05 13:24:53.628259
opex_battery,41.66792995041396,41.66792995042488,58.927351651902946,52.54983760452988,2024-12-05 13:24:53.628259
opex_electrolyzer,16.594201894004073,114.00312911646324,161.2247713494734,22.01523807433168,2024-12-05 13:24:53.628259
opex_h2_storage,73.8765139359075,73.8765139359075,44.14077186450681,43.4750831406536,2024-12-05 13:24:53.628259
eff_battery_charge,-178.697907972326,178.697907972326,10.358161784348248,10.073618414533543,2024-12-05 13:24:53.628259
eff_battery_discharge,515.6836041524002,515.6836041524002,171.64562798704523,163.8894373736625,2024-12-05 13:24:53.628259
eff_h2_storage,842.9033036745586,842.9033036745586,225.3779040559147,210.58774229041066,2024-12-05 13:24:53.628259
eff_electrolyzer,-4918.9614248725065,4918.9614248725065,1384.974318645735,1365.5871380924073,2024-12-05 13:24:53.628259
total_h2_demand,1053.8457610578098,1053.8457610578098,474.825325786986,470.41559461935714,2024-12-05 13:24:53.628259
interest_rate,13376.612191039781,13376.612191039781,358.3900668565168,373.43095306428467,2024-12-05 13:24:53.628259
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:24:53.628259
usage_fee,132.4918678302838,132.4918678302838,145.42622212973487,137.14517170851104,2024-12-05 13:24:53.628259
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:24:53.628259
heat_price,-29.999999997558007,29.999999997558007,2.0952519599684565e-09,1.9577534968569896e-09,2024-12-05 13:24:53.628259
water_price,14.583817440596249,14.583817440596249,1.5421774140248736,1.4876111384708888,2024-12-05 13:24:53.628259
water_demand,12.466666666979108,12.466666666979108,1.0370899461766412,1.0986163603493544,2024-12-05 13:24:53.628259
o2_price,-415.8351301365856,415.8351301365856,588.0570533333376,602.9683754230985,2024-12-05 13:24:53.628259
cf_wind,-41.43432911439644,2711.322689993527,,601.1239871801803,2024-12-05 13:24:53.628259
cf_solar,-17.21976881849141,3285.7678373907556,,4337.360595305936,2024-12-05 13:24:53.628259
el_price,-3.157245721761732,86.60201627943765,,89.60369199569601,2024-12-05 13:24:53.628259
capex_wind,7655.813087632888,7655.813087632888,1009.6760783604728,1012.5816648949677,2024-12-05 13:53:23.831384
capex_solar,394.81205708334255,394.81205708334255,33.310313903313634,32.44838248810848,2024-12-05 13:53:23.831384
capex_battery,1250.29752010237,1250.29752010237,336.8450172747598,353.94836962418003,2024-12-05 13:53:23.831384
capex_electrolyzer,3843.9679703001893,3843.9679703001893,118.19630412029471,111.70871347697202,2024-12-05 13:53:23.831384
capex_h2_storage,1644.322264431954,1644.322264431954,177.1207102989729,165.4789809023358,2024-12-05 13:53:23.831384
opex_wind,365.76896179796404,365.76896179796404,127.91754326166829,129.11200189185126,2024-12-05 13:53:23.831384
opex_solar,47.0347593974966,47.0347593974966,30.080390678085415,31.496451108994965,2024-12-05 13:53:23.831384
opex_battery,84.11546626105155,84.11546626105155,76.85657864760552,70.45156343131211,2024-12-05 13:53:23.831384
opex_electrolyzer,89.96736799200335,89.96736799200335,107.25600678116606,106.67916941779762,2024-12-05 13:53:23.831384
opex_h2_storage,55.21342956099488,55.21342956099488,6.978047489542653,6.688908628844809,2024-12-05 13:53:23.831384
eff_battery_charge,-174.08698459961306,174.08698459961306,9.373130441694071,9.482249726995526,2024-12-05 13:53:23.831384
eff_battery_discharge,390.5652907935364,390.5652907935364,32.84816476863515,30.33579970856011,2024-12-05 13:53:23.831384
eff_h2_storage,309.9512898968551,309.9512898968551,292.18802336099884,284.8601023997527,2024-12-05 13:53:23.831384
eff_electrolyzer,-5343.037777833869,5343.037777833869,1064.1220488084346,1058.5028358616516,2024-12-05 13:53:23.831384
total_h2_demand,3674.5076038771913,3674.5076038771913,4395.593383668337,4408.242764217633,2024-12-05 13:53:23.831384
interest_rate,11694.764995413121,11694.764995413121,1203.6934255205997,1123.5771847360793,2024-12-05 13:53:23.831384
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:53:23.831384
usage_fee,29.659999999996217,29.659999999996217,0.0,0.0,2024-12-05 13:53:23.831384
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 13:53:23.831384
heat_price,-29.99999999031661,29.99999999031661,1.4118834109621698e-08,1.3855755711945884e-08,2024-12-05 13:53:23.831384
water_price,14.226666669193037,14.226666669193037,1.0370899493253072,0.9471431962544037,2024-12-05 13:53:23.831384
water_demand,161.55409275965667,161.55409275965667,211.8785499060155,215.58095839640947,2024-12-05 13:53:23.831384
o2_price,-92.85360794160897,92.85360794160897,131.29220424846147,137.47289841938488,2024-12-05 13:53:23.831384
cf_wind,-95.33963312298536,3297.9447810752426,,59.080287254895,2024-12-05 13:53:23.831384
cf_solar,-41.819928224349795,1515.731938450276,,827.0359365702203,2024-12-05 13:53:23.831384
el_price,-0.21727344949043267,32.757031879351416,,34.952920872324555,2024-12-05 13:53:23.831384
capex_wind,11037.333992851303,11037.333992851303,3735.4012041862943,3996.1515351156845,2024-12-05 21:17:47.196202
capex_solar,220.08834579022368,220.08834579022368,266.5244568164817,277.8091695938741,2024-12-05 21:17:47.196202
capex_battery,664.8091350046925,664.8091350046925,647.1361440418142,672.3644043601987,2024-12-05 21:17:47.196202
capex_electrolyzer,2488.5281704720583,2488.5281704720583,790.6149739657181,746.8948195633268,2024-12-05 21:17:47.196202
capex_h2_storage,1243.9516142032444,1243.9516142032444,182.3176232038891,186.54349827656057,2024-12-05 21:17:47.196202
opex_wind,2840.106159143136,2840.106159143136,3391.813672052271,3273.1665255050657,2024-12-05 21:17:47.196202
opex_solar,1103.0380245321994,1325.7456006106931,1874.8874086401067,1409.982097178547,2024-12-05 21:17:47.196202
opex_battery,62.38407539357377,62.38407539357377,56.478040714590456,56.531203959336004,2024-12-05 21:17:47.196202
opex_electrolyzer,3.879633825388737,104.346890068211,147.5687871259184,5.686162562103173,2024-12-05 21:17:47.196202
opex_h2_storage,0.33857428311694093,40.73252251319809,57.604485767832166,0.4629807396917935,2024-12-05 21:17:47.196202
eff_battery_charge,218.28796361831883,461.68126822628255,652.9159110192195,324.6082935602669,2024-12-05 21:17:47.196202
eff_battery_discharge,-34.31347530320272,347.4585835739963,491.38064125329106,47.19353507669798,2024-12-05 21:17:47.196202
eff_h2_storage,784.1249907709571,784.1249907709571,199.98743669637528,200.79494766090062,2024-12-05 21:17:47.196202
eff_electrolyzer,-5094.818399237628,5094.818399237628,1025.6613333119997,1019.3446025104231,2024-12-05 21:17:47.196202
total_h2_demand,-1931.1515534045475,2125.206292008451,3005.4955609989875,2841.3519524053527,2024-12-05 21:17:47.196202
interest_rate,10361.786157943061,10361.786157943061,202.86946607404536,215.12771804268763,2024-12-05 21:17:47.196202
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 21:17:47.196202
usage_fee,56.68388332867016,211.58048089432214,299.2199856141719,76.1488342082223,2024-12-05 21:17:47.196202
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 21:17:47.196202
heat_price,17.895718535037304,37.356053542051086,52.82943755590414,25.065892160072735,2024-12-05 21:17:47.196202
water_price,10.232166515985227,10.232166515985227,6.686166233739243,6.84114249287629,2024-12-05 21:17:47.196202
water_demand,108.42267438001272,127.33271599902127,180.07565389961746,137.81800839068833,2024-12-05 21:17:47.196202
o2_price,-31.390648307541596,182.36581825978737,257.9042134962583,43.80658281020826,2024-12-05 21:17:47.196202
cf_wind,-77.34868167873162,3807.277355778219,,101.89242660887439,2024-12-05 21:17:47.196202
cf_solar,0.20727800499664845,51.08754323355991,,0.8407034030304931,2024-12-05 21:17:47.196202
el_price,17.40536825809342,450.56450415443396,,622.9768506000071,2024-12-05 21:17:47.196202
capex_wind,8779.084238461019,8779.084238461019,3984.9471977965745,3723.4396914183917,2024-12-05 21:35:38.621861
capex_solar,326.7199188113009,326.7199188113009,0.11529547139818098,0.11663770807308105,2024-12-05 21:35:38.621861
capex_battery,734.1407480237012,734.1407480237012,1038.2318025458317,1027.7760848996193,2024-12-05 21:35:38.621861
capex_electrolyzer,4517.980012414187,4517.980012414187,2258.5641654666197,2244.654367594772,2024-12-05 21:35:38.621861
capex_h2_storage,3865.442847425111,3865.442847425111,636.7532190904625,592.2504253070578,2024-12-05 21:35:38.621861
opex_wind,332.74674887731635,332.74674887731635,47.34497651443562,43.7238346453922,2024-12-05 21:35:38.621861
opex_solar,29.769353106717972,29.769353106717972,42.10022290659419,40.627538437507084,2024-12-05 21:35:38.621861
opex_battery,14.301114852138198,14.301114852138198,20.224830580933705,20.188911102953885,2024-12-05 21:35:38.621861
opex_electrolyzer,100.68146269499084,100.68146269499084,2.0081880932692586,1.8288915072373308,2024-12-05 21:35:38.621861
opex_h2_storage,50.1591357153593,50.1591357153593,16.32414289730022,15.25289008240859,2024-12-05 21:35:38.621861
eff_battery_charge,1.7914936799952557,1.7914936800061696,2.533554659170411,2.6408260029404147,2024-12-05 21:35:38.621861
eff_battery_discharge,-1235.158668155027,1235.158668155027,1746.7781401875284,1754.50623565792,2024-12-05 21:35:38.621861
eff_h2_storage,1064.5791552322098,1064.5791552322098,307.96236432645236,332.79386591571125,2024-12-05 21:35:38.621861
eff_electrolyzer,-7247.783525007449,7247.783525007449,7024.826934087418,6172.1730616612085,2024-12-05 21:35:38.621861
total_h2_demand,-51.47478812466761,51.47478812466761,72.79634348512148,72.6670565352822,2024-12-05 21:35:38.621861
interest_rate,9655.576607436047,9655.576607436047,475.2063009562005,468.03969596294,2024-12-05 21:35:38.621861
el_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 21:35:38.621861
usage_fee,29.659999999996217,29.659999999996217,0.0,0.0,2024-12-05 21:35:38.621861
gas_grid_connection_fee,0.0,0.0,0.0,0.0,2024-12-05 21:35:38.621861
heat_price,-56.00784677081538,56.00784677081538,36.7806496313621,31.58105905851958,2024-12-05 21:35:38.621861
water_price,-8.187492053108144,18.747492053076712,26.51295752194291,10.654271415251594,2024-12-05 21:35:38.621861
water_demand,10.266666666607307,10.266666666607307,2.074179891770625,2.1230430245778154,2024-12-05 21:35:38.621861
o2_price,-37.65333207998174,37.65333207998174,53.227225479045536,48.56558024393366,2024-12-05 21:35:38.621861
cf_wind,-100.54189462679044,3377.457835870128,,5.184355216772872,2024-12-05 21:35:38.621861
cf_solar,-4.215171870839932,1064.0466554077661,,1191.1046943113438,2024-12-05 21:35:38.621861
el_price,-0.24450351345946533,13.469443303215572,,3.1833231371334114,2024-12-05 21:35:38.621861
