el_price,cf_wind,cf_solar
55.41,0.99717906,0.21566385
62.93,0.98477667,0.07842359
67.15,0.97183581,0.0
68.91,0.98876354,0.0
59.44,0.98642889,0.0
54.61,0.97179008,0.0
52.32,0.8955876,0.0
51.53,0.74670327,0.0
49.96,0.69680194,0.0
50.29,0.73241499,0.0
47.72,0.65251028,0.0
48.8,0.56106907,0.0
48.9,0.64787486,0.0
49.63,0.72050816,0.0
49.53,0.79986546,0.0
48.19,0.88284963,0.0
49.11,0.94259218,0.0
50.88,0.94413674,0.09449343
53.4,0.94955167,0.2311745
56.55,0.92780378,0.35704527
60.02,0.95985487,0.43997272
60.22,0.96710856,0.46739691
55.0,0.97336878,0.43057439
53.2,0.97704189,0.36263822
55.39,0.99538286,0.24793056
58.02,0.9973121,0.10619876
66.68,0.99834598,0.00151226
69.43,0.9999959,0.0
69.75,0.99998723,0.0
67.83,0.9999483,0.0
57.37,0.99957007,0.0
59.56,0.999613,0.0
53.7,0.99548038,0.0
55.54,0.98270183,0.0
53.02,0.97735001,0.0
52.1,0.96961235,0.0
51.31,0.96323978,0.0
51.14,0.92371344,0.0
53.23,0.89417816,0.0
67.16,0.80200653,0.0
79.62,0.88942,0.00543686
88.06,0.88575325,0.11952248
86.01,0.92836896,0.2362399
80.04,0.98829578,0.37086914
75.0,0.97541911,0.44976603
70.65,0.99370607,0.4711375
71.56,0.98437838,0.4368688
72.03,0.962743,0.35596259
76.49,0.94607349,0.24949175
81.08,0.93781129,0.11184943
88.35,0.81817138,0.00241149
88.5,0.86671481,0.0
79.93,0.79168213,0.0
73.69,0.83132729,0.0
68.34,0.85031474,0.0
59.83,0.84529343,0.0
54.93,0.78837743,0.0
54.19,0.82626812,0.0
54.05,0.77686119,0.0
53.52,0.71752127,0.0
51.97,0.79410403,0.0
51.96,0.81809628,0.0
52.03,0.76930419,0.0
62.33,0.80250316,0.0
73.91,0.81445195,0.00015879
80.23,0.92179518,0.10290873
76.6,0.91113157,0.22308284
74.19,0.93007166,0.32696096
70.06,0.95391366,0.40479029
64.03,0.95810072,0.40334426
63.84,0.93942175,0.41384571
66.56,0.89716947,0.34968967
66.0,0.92815971,0.20099235
70.21,0.89567227,0.0913733
78.8,0.85010576,0.00243739
74.13,0.87678887,0.0
69.81,0.81907321,0.0
61.77,0.80095942,0.0
55.74,0.83355063,0.0
56.59,0.83328913,0.0
53.72,0.90463941,0.0
53.2,0.87384704,0.0
53.92,0.89503263,0.0
53.11,0.97479174,0.0
51.19,0.98664988,0.0
51.02,0.99405103,0.0
55.05,0.99601354,0.0
63.96,0.9924253,0.0
82.55,0.98565181,0.01146078
92.15,0.99579493,0.11444176
93.65,0.99702119,0.25130235
91.93,0.99854893,0.39845075
88.07,0.99983974,0.48532378
84.96,0.9995841,0.50028033
83.99,0.99887671,0.4481153
85.59,0.99814421,0.35574598
86.87,0.99946392,0.22717901
84.96,0.99703923,0.09908516
90.01,0.99103701,0.00444853
93.76,0.99675525,0.0
90.54,0.99685591,0.0
78.49,0.98465508,0.0
68.93,0.97642383,0.0
65.1,0.98140744,0.0
59.0,0.93898539,0.0
61.88,0.92191157,0.0
59.08,0.87748619,0.0
57.9,0.90088023,0.0
56.37,0.96026809,0.0
56.95,0.96500644,0.0
61.53,0.8950699,0.0
75.98,0.80674778,0.0
99.07,0.7683048,0.00540146
113.07,0.87787008,0.09299974
111.23,0.93068046,0.22513784
108.25,0.86831831,0.34577161
103.69,0.88238016,0.42917027
98.33,0.87867766,0.45731346
92.63,0.90231062,0.4540835
89.86,0.88249513,0.35759978
90.45,0.91890651,0.23569924
95.01,0.94716514,0.0961486
106.82,0.96706003,0.00497358
121.46,0.95814027,0.0
102.06,0.99793323,0.0
89.34,0.99997181,0.0
74.43,0.99999999,0.0
69.92,0.99999999,0.0
63.79,1.0,0.0
